exampleSentence,partOfSpeech,sentimentTag,sentimentStrength,tokens
Mobilnya rosak di tengah jalan.,noun,neutral,0.0,"['mobilnya', 'rosak', 'di', 'tengah', 'jalan', '.']"
Saya nk makan.,auxiliary_verb,neutral,0.0,"['saya', 'nk', 'makan', '.']"
Saya rasa makanan ini sedap.,verb,neutral,0.0,"['saya', 'rasa', 'makanan', 'ini', 'sedap', '.']"
Biar saya tolong dia.,verb,neutral,0.0,"['biar', 'saya', 'tolong', 'dia', '.']"
Salleh sedang membaca buku.,proper_noun,neutral,0.0,"['salleh', 'sedang', 'membaca', 'buku', '.']"
"Dia memang pemalas, kerja rumah tak pernah buat.",adjective,negative,-0.7,"['dia', 'memang', 'pemalas', ',', 'kerja', 'rumah', 'tak', 'pernah', 'buat', '.']"
Dia belajar bahasa Cina.,noun,neutral,0.0,"['dia', 'belajar', 'bahasa', 'cina', '.']"
Sampah itu dicampak ke dalam tong.,verb,neutral,0.0,"['sampah', 'itu', 'dicampak', 'ke', 'dalam', 'tong', '.']"
Korang dah makan ke?,pronoun,neutral,0.0,"['korang', 'dah', 'makan', 'ke', '?']"
Tolong jelaskan maksud perkataan ini.,verb,neutral,0.0,"['tolong', 'jelaskan', 'maksud', 'perkataan', 'ini', '.']"
Dia menjaga tubuhnya dengan baik.,noun,neutral,0.0,"['dia', 'menjaga', 'tubuhnya', 'dengan', 'baik', '.']"
Dia bekerja seharian tanpa henti.,adverb,neutral,0.0,"['dia', 'bekerja', 'seharian', 'tanpa', 'henti', '.']"
Rasanya dia takkan datang.,adverb,neutral,0.0,"['rasanya', 'dia', 'takkan', 'datang', '.']"
Kita perlu reflect atas kesilapan yang lalu.,verb,neutral,0.0,"['kita', 'perlu', 'reflect', 'atas', 'kesilapan', 'yang', 'lalu', '.']"
Dia tinggal di sini dulu.,adverb,neutral,0.0,"['dia', 'tinggal', 'di', 'sini', 'dulu', '.']"
Cuba angkat kotak ini.,verb,neutral,0.0,"['cuba', 'angkat', 'kotak', 'ini', '.']"
Mari kita tgk filem itu.,verb,neutral,0.0,"['mari', 'kita', 'tgk', 'filem', 'itu', '.']"
Kereta itu mula begerak.,verb,neutral,0.0,"['kereta', 'itu', 'mula', 'begerak', '.']"
"Alaa, kenapa jadi macam ni?",exclamation,neutral,0.0,"['alaa', ',', 'kenapa', 'jadi', 'macam', 'ni', '?']"
Dia akan datang esok.,verb,neutral,0.0,"['dia', 'akan', 'datang', 'esok', '.']"
Mereka berdepan dengan masalah besar.,verb,neutral,0.0,"['mereka', 'berdepan', 'dengan', 'masalah', 'besar', '.']"
Jangan buat kerja begitu.,adverb,neutral,0.0,"['jangan', 'buat', 'kerja', 'begitu', '.']"
Dia mendengar dengan telinganya.,noun,neutral,0.0,"['dia', 'mendengar', 'dengan', 'telinganya', '.']"
Cawan itu retak selepas jatuh.,adjective,negative,-0.5,"['cawan', 'itu', 'retak', 'selepas', 'jatuh', '.']"
Dia lpas tangan dari masalah itu.,verb,neutral,0.0,"['dia', 'lpas', 'tangan', 'dari', 'masalah', 'itu', '.']"
Dia seorang perempuan yang kuat.,noun,neutral,0.0,"['dia', 'seorang', 'perempuan', 'yang', 'kuat', '.']"
Semoga anda selamat tiba di destinasi.,adjective,positive,0.7,"['semoga', 'anda', 'selamat', 'tiba', 'di', 'destinasi', '.']"
Semua pelajar perlu hadir.,quantifier,neutral,0.0,"['semua', 'pelajar', 'perlu', 'hadir', '.']"
Dia pergi kerja menunggang motor.,noun,neutral,0.0,"['dia', 'pergi', 'kerja', 'menunggang', 'motor', '.']"
Jaga diri baik-baik.,pronoun,neutral,0.0,"['jaga', 'diri', 'baik', '-', 'baik', '.']"
Ramai org berkumpul di dataran.,noun,neutral,0.0,"['ramai', 'org', 'berkumpul', 'di', 'dataran', '.']"
Buku tuu mahal sangat.,demonstrative pronoun,neutral,0.0,"['buku', 'tuu', 'mahal', 'sangat', '.']"
Tekan butang ini untuk mula.,verb,neutral,0.0,"['tekan', 'butang', 'ini', 'untuk', 'mula', '.']"
Barang kecil-kecil itu mudah hilang.,adjective,neutral,0.0,"['barang', 'kecil', '-', 'kecil', 'itu', 'mudah', 'hilang', '.']"
Mereka bekerja dari siang hingga malam.,noun,neutral,0.0,"['mereka', 'bekerja', 'dari', 'siang', 'hingga', 'malam', '.']"
Saya perlukan more waktu.,adverb,neutral,0.0,"['saya', 'perlukan', 'more', 'waktu', '.']"
Kasi saya peluang sekali lagi.,verb,neutral,0.0,"['kasi', 'saya', 'peluang', 'sekali', 'lagi', '.']"
Mereka akan menyambut Hari Raya Aidilfitri.,adjective,neutral,0.0,"['mereka', 'akan', 'menyambut', 'hari', 'raya', 'aidilfitri', '.']"
Buku itu di atas meja.,preposition,neutral,0.0,"['buku', 'itu', 'di', 'atas', 'meja', '.']"
Persembahan mereka adalah yang terbaik.,adjective,positive,0.8,"['persembahan', 'mereka', 'adalah', 'yang', 'terbaik', '.']"
Dia sudah lepas dari penjara.,verb,neutral,0.0,"['dia', 'sudah', 'lepas', 'dari', 'penjara', '.']"
Semoga anda SELAMAT tiba di destinasi.,adjective,positive,0.7,"['semoga', 'anda', 'selamat', 'tiba', 'di', 'destinasi', '.']"
Isu kemanusiaan etnik rohingnya mendapat perhatian global.,noun,neutral,0.0,"['isu', 'kemanusiaan', 'etnik', 'rohingnya', 'mendapat', 'perhatian', 'global', '.']"
Dia tidak datang sebab sakit.,conjunction,neutral,0.0,"['dia', 'tidak', 'datang', 'sebab', 'sakit', '.']"
Dia udah makan.,adverb,neutral,0.0,"['dia', 'udah', 'makan', '.']"
Dia dapat hadiah itu. / Saya dapat hadir esok.,verb,neutral,0.0,"['dia', 'dapat', 'hadiah', 'itu', '.', '/', 'saya', 'dapat', 'hadir', 'esok', '.']"
Komuniti Rohingnya menghadapi cabaran besar.,noun,neutral,0.0,"['komuniti', 'rohingnya', 'menghadapi', 'cabaran', 'besar', '.']"
Dia sangat marah dengan tindakan itu.,adjective,negative,-0.6,"['dia', 'sangat', 'marah', 'dengan', 'tindakan', 'itu', '.']"
Dia sedang fikirkan cara untuk menyelesaikan masalah itu.,verb,neutral,0.0,"['dia', 'sedang', 'fikirkan', 'cara', 'untuk', 'menyelesaikan', 'masalah', 'itu', '.']"
Kanak-kanak itu sedang bermain.,noun,neutral,0.0,"['kanak', '-', 'kanak', 'itu', 'sedang', 'bermain', '.']"
Saya mahukan warna yang lain.,adjective,neutral,0.0,"['saya', 'mahukan', 'warna', 'yang', 'lain', '.']"
Bekalan makanan itu cukop2 untuk seminggu.,adverb,neutral,0.0,"['bekalan', 'makanan', 'itu', 'cukop2', 'untuk', 'seminggu', '.']"
"Dia cuba, tapi gagal.",conjunction,neutral,0.0,"['dia', 'cuba', ',', 'tapi', 'gagal', '.']"
Kanak-kanak itu bermain mercun pada Hari Raya.,noun,neutral,0.0,"['kanak', '-', 'kanak', 'itu', 'bermain', 'mercun', 'pada', 'hari', 'raya', '.']"
Dia berjuang untuk menyelamatkan nyawanya.,noun,neutral,0.0,"['dia', 'berjuang', 'untuk', 'menyelamatkan', 'nyawanya', '.']"
Betul ke ek?,particle,neutral,0.0,"['betul', 'ke', 'ek', '?']"
"Klauu hujan, kami batalkan perkelahan.",conjunction,neutral,0.0,"['klauu', 'hujan', ',', 'kami', 'batalkan', 'perkelahan', '.']"
Bumper kereta itu kemek akibat kemalangan.,adjective,negative,-0.3,"['bumper', 'kereta', 'itu', 'kemek', 'akibat', 'kemalangan', '.']"
Dia datang saje nak tengok-tengok.,adverb,neutral,0.0,"['dia', 'datang', 'saje', 'nak', 'tengok', '-', 'tengok', '.']"
Keadaannya sangat parah selepas kemalangan itu.,adjective,negative,-0.7,"['keadaannya', 'sangat', 'parah', 'selepas', 'kemalangan', 'itu', '.']"
Saya pasti dia akan datang.,adverb,neutral,0.0,"['saya', 'pasti', 'dia', 'akan', 'datang', '.']"
Biarkan dia pergi.,verb,neutral,0.0,"['biarkan', 'dia', 'pergi', '.']"
Ada banyak cara untuk belajar.,noun,neutral,0.0,"['ada', 'banyak', 'cara', 'untuk', 'belajar', '.']"
Dia ingin memberitahu sesuatu.,pronoun,neutral,0.0,"['dia', 'ingin', 'memberitahu', 'sesuatu', '.']"
Rumahnya sangat besr.,adjective,neutral,0.0,"['rumahnya', 'sangat', 'besr', '.']"
Ada anjing2 di taman.,noun,neutral,0.0,"['ada', 'anjing2', 'di', 'taman', '.']"
Para nyamun itu ditangkap polis.,noun,negative,-0.7,"['para', 'nyamun', 'itu', 'ditangkap', 'polis', '.']"
Dia menjadi mangsa intimidasi di tempat kerja.,noun,negative,-0.6,"['dia', 'menjadi', 'mangsa', 'intimidasi', 'di', 'tempat', 'kerja', '.']"
Jenayah rasuah perlu dibanteras.,noun,negative,-0.8,"['jenayah', 'rasuah', 'perlu', 'dibanteras', '.']"
Rumah itu sangat besar.,demonstrative pronoun,neutral,0.0,"['rumah', 'itu', 'sangat', 'besar', '.']"
Perbuatan membunuh adalah jenayah berat.,verb,negative,-0.9,"['perbuatan', 'membunuh', 'adalah', 'jenayah', 'berat', '.']"
Duit saya ckup untuk beli ini.,adverb,neutral,0.0,"['duit', 'saya', 'ckup', 'untuk', 'beli', 'ini', '.']"
Itu bkn masalah saya.,negation particle,neutral,0.0,"['itu', 'bkn', 'masalah', 'saya', '.']"
NGpa dia tidak datang?,adverb,neutral,0.0,"['ngpa', 'dia', 'tidak', 'datang', '?']"
Dia mewarisi banyak harta.,noun,neutral,0.0,"['dia', 'mewarisi', 'banyak', 'harta', '.']"
Belajar rajin supaya berjaya.,conjunction,neutral,0.0,"['belajar', 'rajin', 'supaya', 'berjaya', '.']"
Pakaiannya kelihatan agak wagu untuk majlis rasmi itu.,adjective,negative,-0.4,"['pakaiannya', 'kelihatan', 'agak', 'wagu', 'untuk', 'majlis', 'rasmi', 'itu', '.']"
Kerajaan telah mengumumkan pakej rangsangan ekonomi baharu.,noun,neutral,0.0,"['kerajaan', 'telah', 'mengumumkan', 'pakej', 'rangsangan', 'ekonomi', 'baharu', '.']"
Jiran2 saya sangat ramah dan suka membantu.,noun,neutral,0.0,"['jiran2', 'saya', 'sangat', 'ramah', 'dan', 'suka', 'membantu', '.']"
Dia berasa sangat malu apabila terjatuh di hadapan ramai orang.,adjective,negative,-0.5,"['dia', 'berasa', 'sangat', 'malu', 'apabila', 'terjatuh', 'di', 'hadapan', 'ramai', 'orang', '.']"
Kami duduk di atas lawn sambil menikmati pemandangan.,noun,neutral,0.0,"['kami', 'duduk', 'di', 'atas', 'lawn', 'sambil', 'menikmati', 'pemandangan', '.']"
Dia tidak akan mensia-siakan peluang keemasan ini.,noun,positive,0.6,"['dia', 'tidak', 'akan', 'mensia', '-', 'siakan', 'peluang', 'keemasan', 'ini', '.']"
Tolong bersihkn meja itu selepas makan.,verb,positive,0.7,"['tolong', 'bersihkn', 'meja', 'itu', 'selepas', 'makan', '.']"
Dia belajar sikit-sikit sehingga berjaya menguasai bahasa itu.,adverb,neutral,0.0,"['dia', 'belajar', 'sikit', '-', 'sikit', 'sehingga', 'berjaya', 'menguasai', 'bahasa', 'itu', '.']"
Dia melakukan kerja itu sendiri tanpa bantuan sesiapa.,adjective,neutral,0.0,"['dia', 'melakukan', 'kerja', 'itu', 'sendiri', 'tanpa', 'bantuan', 'sesiapa', '.']"
Dia buat muka lucu untuk menghiburkan kami.,noun,neutral,0.0,"['dia', 'buat', 'muka', 'lucu', 'untuk', 'menghiburkan', 'kami', '.']"
"Dia kan dah beritahu, toh awak tak percaya.",particle,neutral,0.0,"['dia', 'kan', 'dah', 'beritahu', ',', 'toh', 'awak', 'tak', 'percaya', '.']"
"Dia macam, like, tak faham apa yang saya cakap.",interjection,neutral,0.0,"['dia', 'macam', ',', 'like', ',', 'tak', 'faham', 'apa', 'yang', 'saya', 'cakap', '.']"
Apa yang sedang kamu lakukan?,interrogative pronoun,neutral,0.0,"['apa', 'yang', 'sedang', 'kamu', 'lakukan', '?']"
Ibu pergi ke kedai runcit untuk membeli barang dapur.,noun,neutral,0.0,"['ibu', 'pergi', 'ke', 'kedai', 'runcit', 'untuk', 'membeli', 'barang', 'dapur', '.']"
Dia makan lebih banyak daripada biasa.,adverb,neutral,0.0,"['dia', 'makan', 'lebih', 'banyak', 'daripada', 'biasa', '.']"
"Hati-hati bawa kereta, nanti polis...silap2 kena saman.",noun,negative,-0.3,"['hati', '-', 'hati', 'bawa', 'kereta', ',', 'nanti', 'polis', '.', 'silap2', 'kena', 'saman', '.']"
Dia siat2 surat itu kerana terlalu marah.,verb,negative,-0.5,"['dia', 'siat2', 'surat', 'itu', 'kerana', 'terlalu', 'marah', '.']"
"Janganlah over sangat bila bercakap, bertenang.",adjective,negative,-0.4,"['janganlah', 'over', 'sangat', 'bila', 'bercakap', ',', 'bertenang', '.']"
Nasib baik dia sempat menyelamatkan diri daripada kemalangan itu.,noun,neutral,0.0,"['nasib', 'baik', 'dia', 'sempat', 'menyelamatkan', 'diri', 'daripada', 'kemalangan', 'itu', '.']"
Dia menyanggak arahan yang diberikan oleh ketuanya.,verb,negative,-0.3,"['dia', 'menyanggak', 'arahan', 'yang', 'diberikan', 'oleh', 'ketuanya', '.']"
Sikapnya yang selfish itu menyebabkan dia dipulaukan rakan-rakan.,adjective,negative,-0.8,"['sikapnya', 'yang', 'selfish', 'itu', 'menyebabkan', 'dia', 'dipulaukan', 'rakan', '-', 'rakan', '.']"
Polis berjaya menahan penjahat yang dikehendaki itu.,noun,negative,-0.9,"['polis', 'berjaya', 'menahan', 'penjahat', 'yang', 'dikehendaki', 'itu', '.']"
'Babi!' dia menjerit apabila keretanya dilanggar.,expletive,negative,-0.7,"[""'"", 'babi', '!', ""'"", 'dia', 'menjerit', 'apabila', 'keretanya', 'dilanggar', '.']"
Saya akan pergi ke sana esok.,pronoun,neutral,0.0,"['saya', 'akan', 'pergi', 'ke', 'sana', 'esok', '.']"
Ibu masak kangkung belacan untuk makan malam.,noun,neutral,0.0,"['ibu', 'masak', 'kangkung', 'belacan', 'untuk', 'makan', 'malam', '.']"
Dia seorang yang sangat baik hati dan suka menolong.,adjective,positive,0.8,"['dia', 'seorang', 'yang', 'sangat', 'baik', 'hati', 'dan', 'suka', 'menolong', '.']"
Berapa ramai org. yang datang ke majlis itu?,noun,neutral,0.0,"['berapa', 'ramai', 'org', '.', 'yang', 'datang', 'ke', 'majlis', 'itu', '?']"
Kakak saya bekerja sebagai seorang guru.,noun,neutral,0.0,"['kakak', 'saya', 'bekerja', 'sebagai', 'seorang', 'guru', '.']"
Dia sedang makan sekarang.,adverb,neutral,0.0,"['dia', 'sedang', 'makan', 'sekarang', '.']"
Dia menjaga badan agar sentiasa sihat.,noun,neutral,0.0,"['dia', 'menjaga', 'badan', 'agar', 'sentiasa', 'sihat', '.']"
Ceritanya memang lucu 🤣,emoji,positive,0.8,"['ceritanya', 'memang', 'lucu', 'rolling', 'on', 'the', 'floor', 'laughing']"
"Kehidupannya sederhana, walaupun hartanya tidak banyak.",adjective,neutral,0.3,"['kehidupannya', 'sederhana', ',', 'walaupun', 'hartanya', 'tidak', 'banyak', '.']"
Kita jumpa nnti.. di sana.,adverb,neutral,0.0,"['kita', 'jumpa', 'nnti', '.', 'di', 'sana', '.']"
Ini bukan buku saya.,negation particle,neutral,0.0,"['ini', 'bukan', 'buku', 'saya', '.']"
Dia mintk tolong daripada rakannya.,verb,neutral,0.0,"['dia', 'mintk', 'tolong', 'daripada', 'rakannya', '.']"
Kereta saya rosak dan perlu dihantar ke bengkel.,noun,neutral,0.0,"['kereta', 'saya', 'rosak', 'dan', 'perlu', 'dihantar', 'ke', 'bengkel', '.']"
Kereta tu is rosak.,verb,neutral,0.0,"['kereta', 'tu', 'is', 'rosak', '.']"
Penyerang itu mencedera mangsanya dengan pisau.,verb,negative,-0.7,"['penyerang', 'itu', 'mencedera', 'mangsanya', 'dengan', 'pisau', '.']"
Dia menggunakan parang untuk membersihkan semak-samun.,noun,neutral,0.0,"['dia', 'menggunakan', 'parang', 'untuk', 'membersihkan', 'semak', '-', 'samun', '.']"
Kejadian itu baru berlaku pagi tadi.,noun,neutral,0.0,"['kejadian', 'itu', 'baru', 'berlaku', 'pagi', 'tadi', '.']"
Dia dengar bunyi orang knock pintu.,verb,neutral,0.0,"['dia', 'dengar', 'bunyi', 'orang', 'knock', 'pintu', '.']"
Ramai keluarga miskin menerima bantuan dari kerajaan.,adjective,negative,-0.6,"['ramai', 'keluarga', 'miskin', 'menerima', 'bantuan', 'dari', 'kerajaan', '.']"
Malaysia pernah dijajah oleh kuasa asing selama bertahun-tahun.,noun,negative,-0.7,"['malaysia', 'pernah', 'dijajah', 'oleh', 'kuasa', 'asing', 'selama', 'bertahun', '-', 'tahun', '.']"
Ak tak tahu nak cakap apa.,pronoun,neutral,0.0,"['ak', 'tak', 'tahu', 'nak', 'cakap', 'apa', '.']"
Dia ada klas tambahan petang ni.,noun,neutral,0.0,"['dia', 'ada', 'klas', 'tambahan', 'petang', 'ni', '.']"
Scene itu sangat menyentuh hati penonton.,noun,neutral,0.0,"['scene', 'itu', 'sangat', 'menyentuh', 'hati', 'penonton', '.']"
Kemalangan itu terjadi secara tiba-tiba.,verb,neutral,0.0,"['kemalangan', 'itu', 'terjadi', 'secara', 'tiba', '-', 'tiba', '.']"
Dia tak suka tgknya😡 perangai sebegitu.,verb,negative,-0.5,"['dia', 'tak', 'suka', 'tgknyaenraged', 'face', 'perangai', 'sebegitu', '.']"
Dia pergi ngan kawan-kawan.,preposition,neutral,0.0,"['dia', 'pergi', 'ngan', 'kawan', '-', 'kawan', '.']"
Dia ucapkan terima kasih banyak2 atas bantuan itu.,adverb,neutral,0.0,"['dia', 'ucapkan', 'terima', 'kasih', 'banyak2', 'atas', 'bantuan', 'itu', '.']"
Dia sorang saja yang datang.,numeral/determiner,neutral,0.0,"['dia', 'sorang', 'saja', 'yang', 'datang', '.']"
Keputusan itu bergantung kepada undian majoriti.,verb,neutral,0.0,"['keputusan', 'itu', 'bergantung', 'kepada', 'undian', 'majoriti', '.']"
Jarak dari sini ke sana sangat jauh.,noun,neutral,0.0,"['jarak', 'dari', 'sini', 'ke', 'sana', 'sangat', 'jauh', '.']"
Dia tak keja hari ni.,verb,neutral,0.0,"['dia', 'tak', 'keja', 'hari', 'ni', '.']"
Penjenayah itu cuba merompak bank.,verb,negative,-0.8,"['penjenayah', 'itu', 'cuba', 'merompak', 'bank', '.']"
Ibu sedang menguli doh roti.,noun,neutral,0.0,"['ibu', 'sedang', 'menguli', 'doh', 'roti', '.']"
Mangsa kemalangan itu cedera parah.,adjective,negative,-0.7,"['mangsa', 'kemalangan', 'itu', 'cedera', 'parah', '.']"
Dia meninggal dunia semalam.,verb,negative,-0.9,"['dia', 'meninggal', 'dunia', 'semalam', '.']"
Supirnya membawa kereta itu dengan laju.,noun,neutral,0.0,"['supirnya', 'membawa', 'kereta', 'itu', 'dengan', 'laju', '.']"
Dia masih hidup walaupun cedera parah.,verb/adjective,positive,0.6,"['dia', 'masih', 'hidup', 'walaupun', 'cedera', 'parah', '.']"
Pasukan penyelamat sentiasa standby untuk kecemasan.,verb/adjective,neutral,0.0,"['pasukan', 'penyelamat', 'sentiasa', 'standby', 'untuk', 'kecemasan', '.']"
Peninju itu KO pada pusingan pertama.,adjective,negative,-0.5,"['peninju', 'itu', 'ko', 'pada', 'pusingan', 'pertama', '.']"
Dia sedang membaca buku.,pronoun,neutral,0.0,"['dia', 'sedang', 'membaca', 'buku', '.']"
Cuaca hari ini sangat panas.,adjective,neutral,0.0,"['cuaca', 'hari', 'ini', 'sangat', 'panas', '.']"
Dengernya dia akan berpindah tahun depan.,adverb,neutral,0.0,"['dengernya', 'dia', 'akan', 'berpindah', 'tahun', 'depan', '.']"
Dia membunyikan hon keretanya.,noun,neutral,0.0,"['dia', 'membunyikan', 'hon', 'keretanya', '.']"
Makanan ini sangat sedap.,adjective,positive,0.8,"['makanan', 'ini', 'sangat', 'sedap', '.']"
Telaga itu sangat dalam.,adjective,neutral,0.0,"['telaga', 'itu', 'sangat', 'dalam', '.']"
Buku nie saya punya.,determiner/pronoun,neutral,0.0,"['buku', 'nie', 'saya', 'punya', '.']"
Adakah dia sudah sampai?,interrogative particle,neutral,0.0,"['adakah', 'dia', 'sudah', 'sampai', '?']"
Tidak ada apa2 yang berlaku.,pronoun/determiner,neutral,0.0,"['tidak', 'ada', 'apa2', 'yang', 'berlaku', '.']"
Saya tak taw dia datang ke tak.,verb,neutral,0.0,"['saya', 'tak', 'taw', 'dia', 'datang', 'ke', 'tak', '.']"
Baginda bergelar Sri Sultan.,noun,neutral,0.0,"['baginda', 'bergelar', 'sri', 'sultan', '.']"
Badannya sakit selepas jatuh.,adjective,negative,-0.7,"['badannya', 'sakit', 'selepas', 'jatuh', '.']"
Dia akan balik ke kampung esok.,verb/adverb,neutral,0.0,"['dia', 'akan', 'balik', 'ke', 'kampung', 'esok', '.']"
Polis sedang memburu penjahat itu.,noun,negative,-0.9,"['polis', 'sedang', 'memburu', 'penjahat', 'itu', '.']"
Dia sedang cari kunci yang hilang.,verb,neutral,0.0,"['dia', 'sedang', 'cari', 'kunci', 'yang', 'hilang', '.']"
Dia kerja setiap hari.,verb,neutral,0.0,"['dia', 'kerja', 'setiap', 'hari', '.']"
Dia ngasih hadiah pada adiknya.,verb,neutral,0.0,"['dia', 'ngasih', 'hadiah', 'pada', 'adiknya', '.']"
Dia akan apply kerja baru.,verb,neutral,0.0,"['dia', 'akan', 'apply', 'kerja', 'baru', '.']"
Polis merampas gun dari penjenayah.,noun,neutral,0.0,"['polis', 'merampas', 'gun', 'dari', 'penjenayah', '.']"
Dia makan sikit saja.,adverb/adjective,neutral,0.0,"['dia', 'makan', 'sikit', 'saja', '.']"
Situasi jadi pns bila dia datang.,adjective,neutral,0.0,"['situasi', 'jadi', 'pns', 'bila', 'dia', 'datang', '.']"
Polis sedang menyiasat kes itu.,noun,neutral,0.0,"['polis', 'sedang', 'menyiasat', 'kes', 'itu', '.']"
Maling itu berjaya ditangkap.,noun,negative,-0.8,"['maling', 'itu', 'berjaya', 'ditangkap', '.']"
Dia berkelakuan seperti orang gila.,adjective,negative,-0.6,"['dia', 'berkelakuan', 'seperti', 'orang', 'gila', '.']"
Saya nampak sekor kucing.,numeral/classifier,neutral,0.0,"['saya', 'nampak', 'sekor', 'kucing', '.']"
Awak boleh pergi sekarang.,modal verb,neutral,0.0,"['awak', 'boleh', 'pergi', 'sekarang', '.']"
Dia mempelajari ilmu syariat.,noun,neutral,0.0,"['dia', 'mempelajari', 'ilmu', 'syariat', '.']"
Palam pencucuh menghasilkan spark.,noun,neutral,0.0,"['palam', 'pencucuh', 'menghasilkan', 'spark', '.']"
Jangan mengambil makanan berlebihan.,adjective,negative,-0.3,"['jangan', 'mengambil', 'makanan', 'berlebihan', '.']"
Kebodohan itu menyebabkan banyak masalah.,noun,negative,-0.8,"['kebodohan', 'itu', 'menyebabkan', 'banyak', 'masalah', '.']"
Dia terlibat dalam pelbagai kejahatan.,noun,negative,-0.9,"['dia', 'terlibat', 'dalam', 'pelbagai', 'kejahatan', '.']"
Dia sibuk skrg.,adverb,neutral,0.0,"['dia', 'sibuk', 'skrg', '.']"
MCM mana ni?,preposition/adverb,neutral,0.0,"['mcm', 'mana', 'ni', '?']"
Buku itu mahal.,determiner/pronoun,neutral,0.0,"['buku', 'itu', 'mahal', '.']"
"Xkire siapa dia, semua sama.",verb phrase,neutral,0.0,"['xkire', 'siapa', 'dia', ',', 'semua', 'sama', '.']"
Dia dihantar ke pnjara.,noun,negative,-0.5,"['dia', 'dihantar', 'ke', 'pnjara', '.']"
Kereta itu berwarna merah dan baru sahaja dibeli.,noun,neutral,0.0,"['kereta', 'itu', 'berwarna', 'merah', 'dan', 'baru', 'sahaja', 'dibeli', '.']"
"Adoiii, sakitnya kaki aku terpijak duri.",interjection,negative,-0.6,"['adoiii', ',', 'sakitnya', 'kaki', 'aku', 'terpijak', 'duri', '.']"
Dia barusan tiba dari pejabat selepas mesyuarat.,adverb,neutral,0.0,"['dia', 'barusan', 'tiba', 'dari', 'pejabat', 'selepas', 'mesyuarat', '.']"
Harga barang-barang keperluan harian semakin mahal sekarang.,adjective,negative,-0.5,"['harga', 'barang', '-', 'barang', 'keperluan', 'harian', 'semakin', 'mahal', 'sekarang', '.']"
