tokens,partOfSpeech,sentimentTag,sentimentStrength,overallSentenceTag,overallSentenceStrength
"['penyamun', 'itu', 'melarikan', 'diri', 'dengan', 'wang', 'curian', '.']","['noun', 'demonstrative pronoun', 'unknown', 'noun, pronoun', 'preposition', 'unknown', 'unknown', 'unknown']","['negative', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[-0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.9
"['dia', 'taknak', 'makan', 'nasi', '.']","['pronoun', 'auxiliary verb', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'pergi', 'ke', 'mall', 'untuk', 'membeli', '-', 'belah', '.']","['pronoun', 'verb', 'particle (interrogative)', 'noun', 'preposition', 'unknown', 'punctuation', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['projek', 'itu', 'memerlukan', 'dana', 'yang', 'besar', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'noun', 'pronoun, conjunction', 'adjective', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mesyuarat', 'diadakan', 'di', 'dewan', 'serbaguna', '.']","['unknown', 'unknown', 'preposition', 'noun', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'datang', 'sekejap', 'aje', '.']","['pronoun', 'verb', 'unknown', 'adverb', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['apa', 'yang', 'sedang', 'kamu', 'buat', '?']","['pronoun', 'pronoun, conjunction', 'unknown', 'unknown', 'kata kerja', 'punctuation']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'ingin', 'belajar', 'bahasa', 'baru', '.']","['pronoun', 'verb', 'unknown', 'noun', 'adjective, adverb', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['bunga', 'itu', 'sangat', 'elok', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.7, 0.0]",positive,0.6
"['dia', 'kena', 'pergi', 'sekolah', 'esok', '.']","['pronoun', 'verb', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['aku', 'pergi', 'dulu', '.']","['pronoun', 'verb', 'adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'seorang', 'yang', 'sangat', 'baik', 'hati', '.']","['pronoun', 'unknown', 'pronoun, conjunction', 'adverb', 'adjective', 'noun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'positive', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0]",positive,0.8
"['dia', 'always', 'datang', 'lewat', '.']","['pronoun', 'adverb', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kereta', 'itu', 'rosak', 'di', 'tepi', 'jalan', '.']","['kata nama', 'demonstrative pronoun', 'adjective', 'preposition', 'noun, adverb', 'noun/verb', 'unknown']","['neutral', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, -0.8, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['jadi', ',', 'gitu', '?']","['verb / conjunction', 'punctuation', 'unknown', 'punctuation']","['neutral', 'neutral', 'unknown', 'neutral']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['pihak', 'polis', 'sedang', 'memburu', 'penjenayah', 'itu', '.']","['noun', 'noun', 'unknown', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'negative', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, -0.8, 0.0, 0.0]",negative,-0.9
"['kita', 'perlu', 'mengambil', 'action', 'segera', '.']","['pronoun', 'verb/adjective', 'verb', 'noun', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['walaupun', 'jatuh', ',', 'telefon', 'itu', 'xbarai2', '.']","['conjunction', 'unknown', 'punctuation', 'noun / verb', 'demonstrative pronoun', 'adjective', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]",neutral,0.2
"['mereka', 'tinggal', 'di', 'tanjung', 'malim', '.']","['pronoun', 'unknown', 'preposition', 'noun', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'bawa', 'krta', 'baru', '.']","['pronoun', 'verb', 'noun', 'adjective, adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dy', 'dah', 'sampai', '.']","['unknown', 'adverb', 'verb', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polis', 'merampas', 'sepucuk', 'pistol', 'dari', 'suspek', '.']","['noun', 'verb', 'unknown', 'noun', 'preposition', 'noun', 'unknown']","['neutral', 'negative', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, -0.7, 0.0, 0.0, 0.0, -0.2, 0.0]",neutral,0.0
"['weh', ',', 'tengoklah', 'tu', '!']","['interjection', 'punctuation', 'unknown', 'pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dorang', 'dah', 'balik', '.']","['pronoun', 'adverb', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ini', 'for', 'you', '.']","['demonstrative pronoun', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kepala', 'saya', 'pusing', 'selepas', 'naik', 'buaian', 'itu', '.']","['unknown', 'pronoun', 'verb', 'unknown', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['biarlah', 'dia', 'buat', 'laa', '.']","['unknown', 'pronoun', 'kata kerja', 'particle', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['bersihkan', 'tu', ',', 'habuk', 'di', 'atas', 'meja', '.']","['unknown', 'pronoun', 'punctuation', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['nyawanya', 'diselamatkan', 'oleh', 'doktor', '.']","['unknown', 'unknown', 'preposition', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['lori', 'itu', 'gelek', 'batu', '-', 'batu', 'kecil', 'di', 'jalan', '.']","['noun', 'demonstrative pronoun', 'verb', 'unknown', 'punctuation', 'unknown', 'unknown', 'preposition', 'noun/verb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kerajaan', 'berusaha', 'membanteras', 'rasuah', '.']","['noun', 'verb', 'verb', 'noun', 'unknown']","['neutral', 'positive', 'positive', 'negative', 'unknown']","[0.0, 0.7, 0.7, -0.8, 0.0]",positive,0.7
"['dia', 'masuk', 'kedalam', 'bilik', '.']","['pronoun', 'verb', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'membeli', 'beberapa', 'barang', 'di', 'kedai', 'itu', '.']","['pronoun', 'unknown', 'determiner', 'noun', 'preposition', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'pelawa', 'saya', 'datang', 'ke', 'rumahnya', '.']","['pronoun', 'verb', 'pronoun', 'verb', 'particle (interrogative)', 'unknown', 'unknown']","['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.5
"['mamposlah', 'kau', '!']","['unknown', 'pronoun', 'unknown']","['unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0]",negative,-0.9
"['dia', 'berasal', 'dari', 'indonesia', '.']","['pronoun', 'unknown', 'preposition', 'proper noun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mending', 'kita', 'pulang', 'sekarang', '.']","['adverb', 'pronoun', 'unknown', 'adverb', 'unknown']","['positive', 'neutral', 'unknown', 'neutral', 'unknown']","[0.4, 0.0, 0.0, 0.0, 0.0]",positive,0.4
"['dia', 'tgh', 'makan', '.']","['pronoun', 'adverb', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['hulu', 'langat', 'ialah', 'sebuah', 'daerah', '.']","['unknown', 'proper noun', 'copula', 'unknown', 'noun', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'empunya', 'rumah', 'ini', '.']","['pronoun', 'noun', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['hatinya', 'remuk.anda', 'perlu', 'berhati', '-', 'hati', '.']","['unknown', 'unknown', 'verb/adjective', 'unknown', 'punctuation', 'noun', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['buku', 'itu', '.', 'sangat', 'tebal', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'adverb', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'sangat', 'penat', 'selepas', 'bekerja', '.']","['pronoun', 'adverb', 'adjective', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'negative', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, -0.4, 0.0, 0.0, 0.0]",negative,-0.4
"['terdapat', 'kesan', 'tetakan', 'pada', 'kayu', 'itu', '.']","['unknown', 'unknown', 'noun', 'preposition', 'noun', 'demonstrative pronoun', 'unknown']","['unknown', 'unknown', 'negative', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, -0.6, 0.0, 0.0, 0.0, 0.0]",negative,-0.6
"['seeloknya', 'kita', 'pulang', 'awal', '.']","['adverb', 'pronoun', 'unknown', 'unknown', 'unknown']","['positive', 'neutral', 'unknown', 'unknown', 'unknown']","[0.6, 0.0, 0.0, 0.0, 0.0]",positive,0.6
"['dia', 'terpaksa', 'menerima', 'tawaran', 'itu', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'negative', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, -0.5, 0.0, 0.0, 0.0, 0.0]",negative,-0.5
"['dia', 'terkejut', '.', 'apabila', 'mendengar', 'berita', 'itu', '.']","['pronoun', 'unknown', 'unknown', 'unknown', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.1
"['dia', 'dpt', 'hadiah', '.']","['pronoun', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['why', 'are', 'you', 'late', '?']","['interrogative adverb', 'unknown', 'unknown', 'unknown', 'punctuation']","['neutral', 'unknown', 'unknown', 'unknown', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'bercerita', 'pasai', 'kejadian', 'itu', '.']","['pronoun', 'unknown', 'preposition', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'betetak', 'menggunakan', 'parang', '.']","['pronoun', 'verb', 'unknown', 'noun', 'unknown']","['neutral', 'negative', 'unknown', 'neutral', 'unknown']","[0.0, -0.7, 0.0, 0.0, 0.0]",negative,-0.7
"['malaysia.kite', 'perlu', 'bersatu', '.']","['unknown', 'verb/adjective', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'menggunakan', 'pisau', 'untuk', 'memotong', 'buah', '.']","['pronoun', 'unknown', 'noun', 'preposition', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['klau', 'dia', 'datang', ',', 'beritahu', 'saya', '.']","['conjunction', 'pronoun', 'verb', 'punctuation', 'verb', 'pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'dimarahi', 'gara2', 'lambat', '.']","['pronoun', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'negative', 'unknown', 'unknown']","[0.0, 0.0, -0.3, 0.0, 0.0]",negative,-0.3
"['biar', 'dia', 'aja', ',', 'full', '.']","['verb / conjunction', 'pronoun', 'adverb', 'punctuation', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['patutlah', 'dia', 'berjaya', '.']","['unknown', 'pronoun', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",positive,0.5
"['kami', 'membeli', 'mobilya', 'baru', 'untuk', 'ruang', 'tamu', '.']","['unknown', 'unknown', 'noun', 'adjective, adverb', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['knapa', 'dia', 'tak', 'datang', '?']","['interrogative adverb', 'pronoun', 'adverb (negation)', 'verb', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tak', 'suka', 'makan', 'sayur', '.']","['pronoun', 'adverb (negation)', 'verb', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.7, 0.0, 0.0, 0.0]",neutral,0.0
"['hola', '!', 'apa', 'khabar', '?']","['interjection', 'unknown', 'pronoun', 'unknown', 'punctuation']","['positive', 'unknown', 'neutral', 'unknown', 'neutral']","[0.3, 0.0, 0.0, 0.0, 0.0]",positive,0.3
"['penyalahgunaan', 'dadah', 'adalah', 'masalah', 'sosial', 'yang', 'serius', '.']","['unknown', 'noun', 'copula / verb', 'noun', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['unknown', 'negative', 'neutral', 'negative', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, -0.8, 0.0, -0.7, 0.0, 0.0, 0.0, 0.0]",negative,-0.8
"['lawak', 'itu', 'memang', 'kelakar', 'rolling', 'on', 'the', 'floor', 'laughingrolling', 'on', 'the', 'floor', 'laughingrolling', 'on', 'the', 'floor', 'laughingrolling', 'on', 'the', 'floor', 'laughingrolling', 'on', 'the', 'floor', 'laughing']","['unknown', 'demonstrative pronoun', 'adverb', 'unknown', 'unknown', 'kata sendi nama/kata keterangan/kata kerja (English)', 'penentu (English)', 'unknown', 'unknown', 'kata sendi nama/kata keterangan/kata kerja (English)', 'penentu (English)', 'unknown', 'unknown', 'kata sendi nama/kata keterangan/kata kerja (English)', 'penentu (English)', 'unknown', 'unknown', 'kata sendi nama/kata keterangan/kata kerja (English)', 'penentu (English)', 'unknown', 'unknown', 'kata sendi nama/kata keterangan/kata kerja (English)', 'penentu (English)', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.9
"['mari', 'kita', 'jumpa', 'esok', '.']","['unknown', 'pronoun', 'verb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['korg', 'dah', 'makan', 'ke', '?']","['pronoun (slang)', 'adverb', 'verb', 'particle (interrogative)', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['terbaiklah', 'bosskur', '!']","['unknown', 'interjection/title (slang)', 'unknown']","['unknown', 'positive', 'unknown']","[0.0, 0.6, 0.0]",positive,0.6
"['kalau', 'lama2.biar', 'je', 'dia', 'buat', 'apa', 'dia', 'nak', '.']","['conjunction', 'unknown', 'adverb', 'pronoun', 'kata kerja', 'pronoun', 'pronoun', 'auxiliary verb', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['makanan', 'kat', 'sini', 'memang', 'best', '!']","['noun', 'preposition / verb (informal)', 'adverb (of place)', 'adverb', 'adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.8, 0.0]",positive,0.8
"['cikgu', 'siti', 'sedang', 'mengajar', '.']","['unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['teruskan', 'usaha', 'anda', '.']","['verb', 'unknown', 'pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'mahu', 'membeli', 'buku', 'itu', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['konteks', 'diperlukan', 'untuk', 'memahami', ""'"", 'rpur', ""'"", '.']","['unknown', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown/slang', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'negative', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, -0.5, 0.0, 0.0]",negative,-0.5
"['sila', 'berikan', 'konteks', 'untuk', ""'"", 'm', ""'"", '.']","['unknown', 'unknown', 'unknown', 'preposition', 'unknown', 'unknown/abbreviation', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['aku', '.', 'tak', 'tahu', 'nak', 'cakap', 'apa', '.']","['pronoun', 'unknown', 'adverb (negation)', 'verb', 'auxiliary verb', 'unknown', 'pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['maafkan', 'saya', 'atas', 'kesilapan', 'ini', '.']","['unknown', 'pronoun', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['unknown', 'neutral', 'unknown', 'negative', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.6, 0.0, 0.0]",neutral,0.0
"['jangan', 'buat', 'keputusan', 'bodoh', '.']","['particle', 'kata kerja', 'unknown', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'negative', 'unknown']","[0.0, 0.0, 0.0, -0.8, 0.0]",negative,-0.7
"['saya', 'sangat', 'respect', 'dengan', 'usahanya', '.']","['pronoun', 'adverb', 'noun/verb', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.8, 0.0, 0.0, 0.0]",positive,0.7
"['cincin', 'itu', 'diperbuat', 'daripada', 'emas', 'tulen', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'preposition', 'noun', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'positive', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0]",positive,0.4
"['dia', 'dikenakan', 'saman', 'kerana', 'memandu', 'laju', '.']","['pronoun', 'unknown', 'noun/verb', 'conjunction', 'unknown', 'adjective', 'unknown']","['neutral', 'unknown', 'negative', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, -0.6, 0.0, 0.0, 0.0, 0.0]",negative,-0.6
"['suara', 'dia', 'kuattttt', 'sangat', '.']","['unknown', 'pronoun', 'adjective/adverb', 'adverb', 'unknown']","['unknown', 'neutral', 'positive', 'neutral', 'unknown']","[0.0, 0.0, 0.5, 0.0, 0.0]",positive,0.5
"['tahniah', 'atas', 'kejayaan', 'anda', '!']","['interjection', 'unknown', 'unknown', 'pronoun', 'unknown']","['positive', 'unknown', 'unknown', 'neutral', 'unknown']","[0.8, 0.0, 0.0, 0.0, 0.0]",positive,0.8
"['cepatlah', 'laaaa', '!']","['unknown', 'particle/interjection', 'unknown']","['unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0]",neutral,0.0
"['kalini', ',', 'saya', 'pasti', 'berjaya', '.']","['adverbial phrase (contraction)', 'punctuation', 'pronoun', 'adjective', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]",neutral,0.0
"['berikan', 'saya', 'nombor', 'telefon', 'anda', '.']","['unknown', 'pronoun', 'noun', 'noun / verb', 'pronoun', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'enakan', 'suasana', 'malam', 'itu', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'positive', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.6, 0.0, 0.0, 0.0, 0.0]",positive,0.6
"['penjenayah', 'itu', 'mnyamun', 'bank', '.']","['noun', 'demonstrative pronoun', ""verb (misspelling of 'menyamun')"", 'noun', 'unknown']","['negative', 'neutral', 'negative', 'neutral', 'unknown']","[-0.8, 0.0, -0.8, 0.0, 0.0]",negative,-0.8
